,reviews,date,word_count,verified,corpus,sentiment,sentiment_type
104,Not Verified |  I booked my business class seat with Kenyan Airways on Thursday the 3rd of November for Sunday the 6th. I had a BA flight booked for the 7th but needed to be home early. At no time at booking was any issues indicated. I had to fly to Nairobi the day before and stay in the Crowne Plaza near the airport for the night. At 6:30 am I arrived at the terminal to find utter chaos. It transpires the pilots had gone on strike a day or so previously. At no point was there any communication to tell passengers this. We were pushed from pillar to post around the airport and then told to stand in line to rebook. There were still people waiting from the previous day to get alternative flights. Fortunately I’m in the position to be able to afford to find an alternative so got a business seat from Nairobi to Dubai on Emirates and then a 6 hour layover and then onto Heathrow again with Emirates. It’s now been over a month and despite putting in my claim I’m still waiting for my £2600 one way ticket to be refunded. I’ve given them the benefit of the doubt for a month and absolutely nothing hence my review. They clearly are going to hang onto my money for as long as possible and ignore me. I’m going back to Kenya soon and have stuck with BA I would never trust Kenyan Airways again.,2022-12-13,249,False,not verified i booked my business class seat with kenyan airways on thursday the rd of november for sunday the th i had a ba flight booked for the th but needed to be home early at no time at booking was any issues indicated i had to fly to nairobi the day before and stay in the crowne plaza near the airport for the night at am i arrived at the terminal to find utter chaos it transpires the pilots had gone on strike a day or so previously at no point was there any communication to tell passengers this we were pushed from pillar to post around the airport and then told to stand in line to rebook there were still people waiting from the previous day to get alternative flights fortunately i m in the position to be able to afford to find an alternative so got a business seat from nairobi to dubai on emirates and then a hour layover and then onto heathrow again with emirates it s now been over a month and despite putting in my claim i m still waiting for my one way ticket to be refunded i ve given them the benefit of the doubt for a month and absolutely nothing hence my review they clearly are going to hang onto my money for as long as possible and ignore me i m going back to kenya soon and have stuck with ba i would never trust kenyan airways again,-0.9469,negative
105,First time in Kenya Airways and all was good. They had an email upgrade offer to either business class or to have the seat next to you vacant. I chose the latter as it was only $45 and an hour ten flight. Check in was friendly and easy. Zanzibar airport has a new terminal but there is literally one restaurant and one shop. Nothing else so was stuck with all my Taz currency as there was nothing to buy. Boarding was quick. FA greeting at the door. Had my seat next to me open as promised so lots of space. Smooth take off and drink and snack service for the flight. No inflight entertainment but for a short flight who cares. Landed early and bags off once we were thru immigration. Great flight.,2022-12-12,137,True,trip verified first time in kenya airways and all was good they had an email upgrade offer to either business class or to have the seat next to you vacant i chose the latter as it was only and an hour ten flight check in was friendly and easy zanzibar airport has a new terminal but there is literally one restaurant and one shop nothing else so was stuck with all my taz currency as there was nothing to buy boarding was quick fa greeting at the door had my seat next to me open as promised so lots of space smooth take off and drink and snack service for the flight no inflight entertainment but for a short flight who cares landed early and bags off once we were thru immigration great flight,0.9651,positive
106,"Not Verified | We booked our tickets to Zanzibar on 10 July 22 already! We chose a direct flight route and paid the premium for that choice. 8 hours before our departure Kenya Airways sends a message to say that our connection flight to Zanzibar has been delayed. On further investigation we found that Kenya Air has now charged us the expensive direct route, but placed us on the delayed cheap route just prior to departure. We are losing a fully paid day at our hotel in Zanzibar, and have to sit on Nairobi airport from 07h20 to 19h50. Great way to start our honeymoon! We have been trying to resolve this issue for 3 hours but they do not even bother to communicate to their passengers. This airline is a total scam!!!",2022-12-11,133,False,not verified we booked our tickets to zanzibar on july already we chose a direct flight route and paid the premium for that choice hours before our departure kenya airways sends a message to say that our connection flight to zanzibar has been delayed on further investigation we found that kenya air has now charged us the expensive direct route but placed us on the delayed cheap route just prior to departure we are losing a fully paid day at our hotel in zanzibar and have to sit on nairobi airport from h to h great way to start our honeymoon we have been trying to resolve this issue for hours but they do not even bother to communicate to their passengers this airline is a total scam,-0.2991,negative
107,"Not Verified |  I had a canceled flight (from Kigali to Nairobi) and filed all proper procedures for refund since August 5, 2022. Since then, I’ve had several back and forth to their office and until today November 14, they have not issued my refund. Every time I talk to them, it’s the same false promises! This airline has no accountability, especially when dealing with foreigners. Once they have your money in their country, it’s gone! I’d not recommend anyone to trust these thieves.",2022-11-14,84,False,not verified i had a canceled flight from kigali to nairobi and filed all proper procedures for refund since august since then i ve had several back and forth to their office and until today november they have not issued my refund every time i talk to them it s the same false promises this airline has no accountability especially when dealing with foreigners once they have your money in their country it s gone i d not recommend anyone to trust these thieves,-0.3169,negative
108,Not Verified |  I was connecting from Lusaka to New York from Kenya I got off the plane I checked the board it said gate 16 for JFK New York so I sat there waiting for the boarding call . The flight for New York was supposed to departure at 11:35 I sat there for almost an hour with no boarding call. I asked one of the employees there what time the flight for New York was leaving she gave a vague answer than around 11:40 or so they was a last boarding call. The Gate was charged to gate 19 I almost missed my flight and than I had to run to the Gate. I had a very bad experience and I don't think I will fly Kenya Airways again very disappointed.,2022-10-24,133,False,not verified i was connecting from lusaka to new york from kenya i got off the plane i checked the board it said gate for jfk new york so i sat there waiting for the boarding call the flight for new york was supposed to departure at i sat there for almost an hour with no boarding call i asked one of the employees there what time the flight for new york was leaving she gave a vague answer than around or so they was a last boarding call the gate was charged to gate i almost missed my flight and than i had to run to the gate i had a very bad experience and i don t think i will fly kenya airways again very disappointed,-0.9099,negative
109,"The flight service started well with staff being warm and interactive. Aisha warmly smiled and engaged the people around me. She has great customer service and deserved a recognition. I was having red wine and when she did not have any when I asked for it once she found the wine she brought it for me and warmly said that ""I found your preference"" The food was not so great and the flight felt congested however the service compensated for some not so good things. Hopefully this message of appreciation will reach her (Aisha) and her colleague Dams. To be honest as well that Kenya Airways is probably the only airline that offers one of the best luggage allowance making it a top choice while travelling home.",2022-10-03,131,True,trip verified the flight service started well with staff being warm and interactive aisha warmly smiled and engaged the people around me she has great customer service and deserved a recognition i was having red wine and when she did not have any when i asked for it once she found the wine she brought it for me and warmly said that i found your preference the food was not so great and the flight felt congested however the service compensated for some not so good things hopefully this message of appreciation will reach her aisha and her colleague dams to be honest as well that kenya airways is probably the only airline that offers one of the best luggage allowance making it a top choice while travelling home,0.9887,positive
110,"Not Verified | We have just flown into Nairobi from Harare and going on to Amsterdam and Heathrow. Things started badly - the flight was delayed for an hour and a half, no explanation or apology offered. On board we then noticed there was no in flight entertainment on offer. Neither of us had flown long distance before on a plane without in flight entertainment. There were no blankets on offer either. It can get pretty cool on these flights. The food was a joke. Something like a mini pasty with quite a nasty taste and, possibly even worse, a savoury muffin! We're only half way through this flight (in Nairobi). We're now waiting for 8 hours overnight. The 'restaurant' we're in is quite possibly the saddest looking place I've ever drunk a coffee in. Unloved doesn't begin to describe it. Anyway we're wondering now, can this possibly get any worse. There are certain words which are applicable here but this will not be published if I include them but I'm sure you can guess what they are. What's really alarming is looking back at reviews from 11years ago making exactly the same criticisms.",2022-10-02,194,False,not verified we have just flown into nairobi from harare and going on to amsterdam and heathrow things started badly the flight was delayed for an hour and a half no explanation or apology offered on board we then noticed there was no in flight entertainment on offer neither of us had flown long distance before on a plane without in flight entertainment there were no blankets on offer either it can get pretty cool on these flights the food was a joke something like a mini pasty with quite a nasty taste and possibly even worse a savoury muffin we re only half way through this flight in nairobi we re now waiting for hours overnight the restaurant we re in is quite possibly the saddest looking place i ve ever drunk a coffee in unloved doesn t begin to describe it anyway we re wondering now can this possibly get any worse there are certain words which are applicable here but this will not be published if i include them but i m sure you can guess what they are what s really alarming is looking back at reviews from years ago making exactly the same criticisms,-0.8156,negative
111,The cabin crew were very rude. Food was  almost thrown at us. When I asked for beverage she said she didn't have and no alternative was offered until I peeped and saw what I asked. The crew was not courteous at all.,2022-09-22,46,True,trip verified the cabin crew were very rude food was almost thrown at us when i asked for beverage she said she didn t have and no alternative was offered until i peeped and saw what i asked the crew was not courteous at all,-0.6258,negative
112,Due to flight delay I have to stay airport long time. Firstly in Antananarivo to Nairobi there was 1h flight delay. Real time was 7pm and in Nairobi they said flight will fly at 8pm but again it delayed - it fly after 11pm. This is a worst experience that I had in my life. because of his I have to stay on bench 24h without food and sleep.,2022-09-14,73,True,trip verified due to flight delay i have to stay airport long time firstly in antananarivo to nairobi there was h flight delay real time was pm and in nairobi they said flight will fly at pm but again it delayed it fly after pm this is a worst experience that i had in my life because of his i have to stay on bench h without food and sleep,-0.8834,negative
113,"Not Verified |  Paid a fortune to return to Kenya on short notice. I have used KQ many times and always flown business, not used them for a few years now due to covid and using other airlines. Check in at Heathrow and boarding the plane was a shambles. stood in a business class line, but no one checking in Business class passengers , despite being told by ground staff this was the correct lane. Eventually we were spotted and check became proactive after 20 minutes. similar issue trying to get on the planE. KQ is let down by the ground handling at Heathrow. Once on Board, the service is excellent with attentive staff and I like the Boeing 787. Quality of the Beverages is good and has clearly improved. The quality of the food is poor and not what would get on SWISS, etc. In contrast on the return journey at Nairobi, excellent and quick check in, security and lounge has improved form when used in the past Food on the return leg just as bad as on the way out. Once again the staff were excellent and attentive and very helpful. Entertainment, pretty poor and lacking in choice.",2022-09-01,200,False,not verified paid a fortune to return to kenya on short notice i have used kq many times and always flown business not used them for a few years now due to covid and using other airlines check in at heathrow and boarding the plane was a shambles stood in a business class line but no one checking in business class passengers despite being told by ground staff this was the correct lane eventually we were spotted and check became proactive after minutes similar issue trying to get on the plane kq is let down by the ground handling at heathrow once on board the service is excellent with attentive staff and i like the boeing quality of the beverages is good and has clearly improved the quality of the food is poor and not what would get on swiss etc in contrast on the return journey at nairobi excellent and quick check in security and lounge has improved form when used in the past food on the return leg just as bad as on the way out once again the staff were excellent and attentive and very helpful entertainment pretty poor and lacking in choice,0.9912,positive
114,"This was my first flight on Kenya Airways. I was impressed with the service, cleanliness and punctuality at the airport as well as on flight. I would highly recommend the airline as a customer friendly choice.",2022-07-30,40,True,trip verified this was my first flight on kenya airways i was impressed with the service cleanliness and punctuality at the airport as well as on flight i would highly recommend the airline as a customer friendly choice,0.8805,positive
115,"I recently had a trip to Dubai on the 10th of July 2022, it was a Linking flight from Cameroon passing through Bangui to Nairobi Kenya then to Dubai. Honestly speaking it's my worst experience so far, it's been almost two weeks since I arrived Dubai but am yet to receive my luggage. Before leaving the airport on arrival I placed a complain with Dnata baggage services regarding my baggage and I was assured that I would get my luggage in less than 48 hours which have turn into two weeks have finished every penny I had on me for mobile top up and when I even call no 1 picks no get back to me, have sent emails and gotten no reply. Maybe next time you inform customers in advance that their luggage aren't safe or secured so they would know what to do with their luggage. Would never recommend this airline to anyone unless they wish to have a similar experience. what a waste of my money.",2022-07-22,173,True,trip verified i recently had a trip to dubai on the th of july it was a linking flight from cameroon passing through bangui to nairobi kenya then to dubai honestly speaking it s my worst experience so far it s been almost two weeks since i arrived dubai but am yet to receive my luggage before leaving the airport on arrival i placed a complain with dnata baggage services regarding my baggage and i was assured that i would get my luggage in less than hours which have turn into two weeks have finished every penny i had on me for mobile top up and when i even call no picks no get back to me have sent emails and gotten no reply maybe next time you inform customers in advance that their luggage aren t safe or secured so they would know what to do with their luggage would never recommend this airline to anyone unless they wish to have a similar experience what a waste of my money,-0.9389,negative
116,"KQ257 from Antananarivo getting late for more than an hour causing passengers missing connections at their own costs with bad customer care and in addition, poor bag management. Passengers losing bags with bad tagging. We had to spend more than 2 hours waiting for baggage tracking. Incompetent staff on duty with no respect towards passengers. Everything today was pathetic.",2022-07-14,63,True,trip verified kq from antananarivo getting late for more than an hour causing passengers missing connections at their own costs with bad customer care and in addition poor bag management passengers losing bags with bad tagging we had to spend more than hours waiting for baggage tracking incompetent staff on duty with no respect towards passengers everything today was pathetic,-0.9485,negative
117,"I highly recommend Kenya Airways, their services are excellent, especially their cabin crew, very efficient. My trip to and from Bujumbura to Johannesburg was very smooth.",2022-07-11,30,True,trip verified i highly recommend kenya airways their services are excellent especially their cabin crew very efficient my trip to and from bujumbura to johannesburg was very smooth,0.862,positive
118,Not Verified |  I have never seen such an ill-functioning airline. The airline people took 1 hour to check my documentation and after issuing my boarding pass they informed that the flight is delayed by 3 hours which left me no choice but to stay at the airport for more than 5 hours. The airline was least bothered with the inconvenience and didn’t do anything to compensate this. I will strongly suggest never fly with them.,2022-07-10,76,False,not verified i have never seen such an ill functioning airline the airline people took hour to check my documentation and after issuing my boarding pass they informed that the flight is delayed by hours which left me no choice but to stay at the airport for more than hours the airline was least bothered with the inconvenience and didn t do anything to compensate this i will strongly suggest never fly with them,-0.0534,negative
119,"I have never flown on such an inconsiderate airline. I am appalled by the service. The flight from Paris to Nairobi was delayed, which meant I missed my connecting flights to Johannesburg then to Cape Town. This did not seem to worry them and they said it would be at my expense to rebook another flight to Cape Town. This is the fourth time I’ve flown Nairobi airways and all four times they were late and caused subsequent missing of flights. This airline should be shut down! They treat people with absolute disrespect!",2022-07-09,97,True,trip verified i have never flown on such an inconsiderate airline i am appalled by the service the flight from paris to nairobi was delayed which meant i missed my connecting flights to johannesburg then to cape town this did not seem to worry them and they said it would be at my expense to rebook another flight to cape town this is the fourth time i ve flown nairobi airways and all four times they were late and caused subsequent missing of flights this airline should be shut down they treat people with absolute disrespect,-0.8583,negative
120,"This is the worst airline I have ever flown. We booked roundtrip direct flights to Mauritius to and from Nairobi for our honeymoon. We planned to spend 7 days in Mauritius. The night before our flight from Nairobi to Mauritius, I was emailed (yes, emailed) at 11.19pm while I was sleeping to inform me that our flight time was to be changed from 1.00pm to 7.30am. As I was understandably sleeping at the time, I did not review this message until I woke up at 5.30am that morning. I was staying in Naivasha, Kenya at the time and so did not have time to make it to the airport. We immediately called due to the fact that we were going to miss our flight and no one was able to explain to us why this change was made so last minute to the flight schedule and why we were not informed ahead of time. I would think it would be common sense that an email in the middle of the night 8 hours prior to the new proposed flight time (for a now 7.30am flight) is insufficient notice. Even after speaking to multiple different Kenya Airways employees, I was never given a reason for the flight time change (just ""operations""). Ultimately we were rebooked for a flight late that day, but this was an indirect flight through Dubai, which didn't leave until 5.10pm and involved >16 hours of travel instead of what was supposed to be a 4 hour and 20 minute flight. Because of this, we were unable to check in for our hotel that we had paid for the night of our arrival and instead arrived the next morning, exhausted, having been traveling all night and transferring in Dubai in the middle of the night. To boot, the behaviour of the passengers on the plane from Nairobi to Dubai was absurd. People were constantly standing up on the plane and blocking the aisle even after being asked to sit down by flight attendants. Kids were running around unrestrained and flight attendants had to ask over the intercom for parents to restrain their children multiple times. In the row in front of me someone was watching a movie on a tablet with nonstop gunfire with the volume on max and he was not using headphones. To top it all off, in addition to missing our first night of the trip, Kenya Airways also changed our return flight time, moving it up from 7.10pm to 1.40pm. This effectively compromised two different days of our trip (as we were unable to do much the morning of our departure and were unable to take advantage of the late checkout that we were qualified for at our hotel). On top of it all, our return flight was ultimately delayed by 40 minutes and the process to check in our bags took an absurdly long time, longer than it has ever taken for any other flight I have been on. We had all of our documents and it still took us >10 minutes to complete the check in process and this was after standing in line for one hour waiting for the check in desk. Bottom line, if you can avoid it, do not fly on Kenya Airways. You will absolutely regret it. We contacted customer service multiple times and they have absolutely refused to make amends or compensate us in any way for destroying our honeymoon.",2022-07-01,577,True,trip verified this is the worst airline i have ever flown we booked roundtrip direct flights to mauritius to and from nairobi for our honeymoon we planned to spend days in mauritius the night before our flight from nairobi to mauritius i was emailed yes emailed at pm while i was sleeping to inform me that our flight time was to be changed from pm to am as i was understandably sleeping at the time i did not review this message until i woke up at am that morning i was staying in naivasha kenya at the time and so did not have time to make it to the airport we immediately called due to the fact that we were going to miss our flight and no one was able to explain to us why this change was made so last minute to the flight schedule and why we were not informed ahead of time i would think it would be common sense that an email in the middle of the night hours prior to the new proposed flight time for a now am flight is insufficient notice even after speaking to multiple different kenya airways employees i was never given a reason for the flight time change just operations ultimately we were rebooked for a flight late that day but this was an indirect flight through dubai which didn t leave until pm and involved hours of travel instead of what was supposed to be a hour and minute flight because of this we were unable to check in for our hotel that we had paid for the night of our arrival and instead arrived the next morning exhausted having been traveling all night and transferring in dubai in the middle of the night to boot the behaviour of the passengers on the plane from nairobi to dubai was absurd people were constantly standing up on the plane and blocking the aisle even after being asked to sit down by flight attendants kids were running around unrestrained and flight attendants had to ask over the intercom for parents to restrain their children multiple times in the row in front of me someone was watching a movie on a tablet with nonstop gunfire with the volume on max and he was not using headphones to top it all off in addition to missing our first night of the trip kenya airways also changed our return flight time moving it up from pm to pm this effectively compromised two different days of our trip as we were unable to do much the morning of our departure and were unable to take advantage of the late checkout that we were qualified for at our hotel on top of it all our return flight was ultimately delayed by minutes and the process to check in our bags took an absurdly long time longer than it has ever taken for any other flight i have been on we had all of our documents and it still took us minutes to complete the check in process and this was after standing in line for one hour waiting for the check in desk bottom line if you can avoid it do not fly on kenya airways you will absolutely regret it we contacted customer service multiple times and they have absolutely refused to make amends or compensate us in any way for destroying our honeymoon,-0.9655,negative
121,"Worst airline I have ever flown, customer service is the worst. Their agent are rude and mean, not helpful at all. Do not fly this airline, especially via Nairobi. Food is terrible, seats are nearly broken in the aircraft",2022-06-19,43,True,trip verified worst airline i have ever flown customer service is the worst their agent are rude and mean not helpful at all do not fly this airline especially via nairobi food is terrible seats are nearly broken in the aircraft,-0.9625,negative
122,"Flying from Lusaka to London via Nairobi last month with Kenya Airways was a shocking experience. Pre-departure tests are no longer needed upon arrival to England. However, my instinct told me to check if I needed a PCR to transit through Kenya. The COVID information on the Kenya Airways website is extremely misleading. When I filled in all the details about my trip, it said nothing about a PCR test; however, when I spoke to an agent on WhatsApp they said I need a PCR test as I am not vaccinated (screenshots attached). Having to rush around Lusaka the day before I flew to London, I eventually got a PCR test. I arrived at Lusaka Airport at 23:30 on Sunday and did not get my bags checked in until 01:10 on Monday (5 minutes before baggage drop off closes) due to the airline and staff's poor customs. I knew my bags were overweight and decided to pay the additional cost rather than repack. I was told that I cannot pay using card and can only pay in Kwacha or US Dollar. I had £100, which was roughly the additional cost and it took over 45 minutes for the staff to find out whether I could pay using British Pounds and inform me. The ATM I was advised to go to outside on the bottom floor of the airport was out of service and I had to run to the domestic airport (10 minutes from the international airport if you're in shape) to withdraw cash from the second nearest ATM. The total amount was 2066 Kwacha and when I presented 2100 Kwacha, I was told they did not have any change... If you are travelling to Southern Africa, Ethiopian Airlines is a much better airline and I can see why more people prefer them over Kenya Airways.",2022-06-18,310,True,trip verified flying from lusaka to london via nairobi last month with kenya airways was a shocking experience pre departure tests are no longer needed upon arrival to england however my instinct told me to check if i needed a pcr to transit through kenya the covid information on the kenya airways website is extremely misleading when i filled in all the details about my trip it said nothing about a pcr test however when i spoke to an agent on whatsapp they said i need a pcr test as i am not vaccinated screenshots attached having to rush around lusaka the day before i flew to london i eventually got a pcr test i arrived at lusaka airport at on sunday and did not get my bags checked in until on monday minutes before baggage drop off closes due to the airline and staff s poor customs i knew my bags were overweight and decided to pay the additional cost rather than repack i was told that i cannot pay using card and can only pay in kwacha or us dollar i had which was roughly the additional cost and it took over minutes for the staff to find out whether i could pay using british pounds and inform me the atm i was advised to go to outside on the bottom floor of the airport was out of service and i had to run to the domestic airport minutes from the international airport if you re in shape to withdraw cash from the second nearest atm the total amount was kwacha and when i presented kwacha i was told they did not have any change if you are travelling to southern africa ethiopian airlines is a much better airline and i can see why more people prefer them over kenya airways,-0.923,negative
123,"Checked in online the evening before the flight. Aircraft depicted was a 737-800. I selected and paid for an exit row seat. A couple of hours later, I received a text message saying that the flight was going to be delayed from 0745 to 1120 for the usual ‘operational reasons’. On arrival at the airport the next morning for the delayed departure, I was issued with a boarding pass that still showed my original seat number of 19A. As it turned out, the airline had changed the aircraft to an Embraer 190 (which I discovered when we were boarding), so while I had the same seat number from the original 737, it was not in an exit row on the E190. No apology, no information at check in. Boarding was chaotic as usual. They called for Business Class and Priority passengers to board first (I have Siver Elite status), only for everybody to end up on a bus that waited until it was full before proceeding to the airplane. So much for priority boarding. Even with the delayed departure time, the flight was delayed even further, departing at 1220. KQ is a disgrace. Unfortunately, they are currently the only airline serving the Nairobi-Johannesburg route and are milking this for all it’s worth with shoddy service. Pride of Africa? Not by a long shot!",2022-06-14,227,True,trip verified checked in online the evening before the flight aircraft depicted was a i selected and paid for an exit row seat a couple of hours later i received a text message saying that the flight was going to be delayed from to for the usual operational reasons on arrival at the airport the next morning for the delayed departure i was issued with a boarding pass that still showed my original seat number of a as it turned out the airline had changed the aircraft to an embraer which i discovered when we were boarding so while i had the same seat number from the original it was not in an exit row on the e no apology no information at check in boarding was chaotic as usual they called for business class and priority passengers to board first i have siver elite status only for everybody to end up on a bus that waited until it was full before proceeding to the airplane so much for priority boarding even with the delayed departure time the flight was delayed even further departing at kq is a disgrace unfortunately they are currently the only airline serving the nairobi johannesburg route and are milking this for all it s worth with shoddy service pride of africa not by a long shot,-0.8553,negative
124,"Monrovia to Kigali through Accra and Nairobi 19-20 May 2022. The 2 aircrafts were both B737-800s in very good condition. I had to change my departure dates and it took me only 10 minutes online - and was even free as it was a “Business Light” ticket. All flights were on time. Checked in online. Monrovia Airport is full of hustlers pretending to be from the airline but want tips and they are annoying, the airline should chase them away. Kenya Airways (KQ) uses a third party lounge in Monrovia which is small but good with courteous, proactive attendants. No champagne, but plenty of drinks and liquor. The local Club beer is good. Embarking easy, fast, not a single crosscheck from lounge to seat – what a pleasure. Onboard, welcome drinks were served. The seats were huge and well bolstered, reclining, new, and very comfortable. Could sleep. IFE or WiFi was only working on the last leg. No printed menus were given out, but the FAs asked each individual on food choices. My pre-ordered special sea food meals were all different, delicious, and served without reminders. Business Class was full after Accra, but I did neither feel cramped nor stuffy. FAs, all Kenyans, were good and caring – though maybe not world class. In NBO the Pride lounge did the job for me during the 12 hours’ layover. The last stretch to Kigali was with IFE onboard, champagne, and my beloved seafood hot meal, which KQ still offers (even in economy) in contrast to Qatar and Emirates who have stopped this service at is it not qualifying as “dietary reasons” to order. Luggage delivered quickly and in good order. Good value for money – will fly with them again.",2022-05-20,293,True,trip verified monrovia to kigali through accra and nairobi may the aircrafts were both b s in very good condition i had to change my departure dates and it took me only minutes online and was even free as it was a business light ticket all flights were on time checked in online monrovia airport is full of hustlers pretending to be from the airline but want tips and they are annoying the airline should chase them away kenya airways kq uses a third party lounge in monrovia which is small but good with courteous proactive attendants no champagne but plenty of drinks and liquor the local club beer is good embarking easy fast not a single crosscheck from lounge to seat what a pleasure onboard welcome drinks were served the seats were huge and well bolstered reclining new and very comfortable could sleep ife or wifi was only working on the last leg no printed menus were given out but the fas asked each individual on food choices my pre ordered special sea food meals were all different delicious and served without reminders business class was full after accra but i did neither feel cramped nor stuffy fas all kenyans were good and caring though maybe not world class in nbo the pride lounge did the job for me during the hours layover the last stretch to kigali was with ife onboard champagne and my beloved seafood hot meal which kq still offers even in economy in contrast to qatar and emirates who have stopped this service at is it not qualifying as dietary reasons to order luggage delivered quickly and in good order good value for money will fly with them again,0.9978,positive
125,"It was a bad experience. I had a flight from Entebbe to Nairobi and from Nairobi to Amsterdam. I missed the first one and went straight to Nairobi. Seemed that they canceled the whole flight. I had to go to sales and they, without explaining any detail, told me I had to pay 475 dollars for a new flight! As I had no time at all I had to make a quick decision but after I tried to ask for answers but I did not get any good explanation beside that I had to pay the difference. Bad customer service and lousy way to dealing with people!",2022-05-20,111,True,trip verified it was a bad experience i had a flight from entebbe to nairobi and from nairobi to amsterdam i missed the first one and went straight to nairobi seemed that they canceled the whole flight i had to go to sales and they without explaining any detail told me i had to pay dollars for a new flight as i had no time at all i had to make a quick decision but after i tried to ask for answers but i did not get any good explanation beside that i had to pay the difference bad customer service and lousy way to dealing with people,-0.9583,negative
126,"Flew Kigali to Monrovia over Nairobi and Accra on 8-9 May 2022. Flights on time. Checked in online worked well and got my BPs in airport swiftly. No luggage issues. Recognised as Skyteam elite. Kenya Airways staff came to me in lounge and, without request, carried my hand-luggage for me from lounge to the aircraft. No waiting time nor queues anywhere on the trip despite the flights were full or almost full. KQ delivers and have rarely let me down over the years. Pearl Lounge in Kigali delivers but suffers from deprived views of airport runways. First flight was on an Embraer 190 which is a lovely, roomy aircraft. Onboard, they allowed me to shift to an exit row as my original seat was mistakenly occupied by another person. The seat now offered was very nice - it would have cost me 50 USD if booked online. Drinks were generously provided. Appreciate Kenya Airways often have the Happy Hour concept where a request for a single drink most often triggers serving two. The wine in mini-bottles was acceptable, a South African “Stonedale”. I had requested seafood meal and I got it: it was a cold, tasty salmon sandwich. FAs were kind and effective. No IFE nor WiFi but on a 90 minutes flight its not an issue. Transit in Nairobi Airport smooth and quick. It took me only 15 Minutes to reach the KQ Pride Lounge. I love this lounge, roomy and curvy designs with lots of nice sections. Had a god nights’ sleep after acquainting myself with a Niederburg rose-wine which superseded an alternative, Italian sparkling wine The next flights from Nairobi to Monrovia via Accra were on their B737-800. Despite the flight was completely full (all seats taken in both classes!) the staff manage to care passengers well. No power outlet nor monitors, only WiFi and use of personal devices were possible. Special meal rendered to perfection. I also tried other dishes as I was offered. Drinks provided generously, again Happy Hour (order 1 get 2) occurred at least once. Slight delay as the stop-over in Accra took longer time as a lot of passengers disembarked before cleaning and loads of new passengers came on board – again the flight was full. Luggage in Monrovia came out quickly. Nicely done, Kenya Airways. Can recommend.",2022-05-10,390,True,trip verified flew kigali to monrovia over nairobi and accra on may flights on time checked in online worked well and got my bps in airport swiftly no luggage issues recognised as skyteam elite kenya airways staff came to me in lounge and without request carried my hand luggage for me from lounge to the aircraft no waiting time nor queues anywhere on the trip despite the flights were full or almost full kq delivers and have rarely let me down over the years pearl lounge in kigali delivers but suffers from deprived views of airport runways first flight was on an embraer which is a lovely roomy aircraft onboard they allowed me to shift to an exit row as my original seat was mistakenly occupied by another person the seat now offered was very nice it would have cost me usd if booked online drinks were generously provided appreciate kenya airways often have the happy hour concept where a request for a single drink most often triggers serving two the wine in mini bottles was acceptable a south african stonedale i had requested seafood meal and i got it it was a cold tasty salmon sandwich fas were kind and effective no ife nor wifi but on a minutes flight its not an issue transit in nairobi airport smooth and quick it took me only minutes to reach the kq pride lounge i love this lounge roomy and curvy designs with lots of nice sections had a god nights sleep after acquainting myself with a niederburg rose wine which superseded an alternative italian sparkling wine the next flights from nairobi to monrovia via accra were on their b despite the flight was completely full all seats taken in both classes the staff manage to care passengers well no power outlet nor monitors only wifi and use of personal devices were possible special meal rendered to perfection i also tried other dishes as i was offered drinks provided generously again happy hour order get occurred at least once slight delay as the stop over in accra took longer time as a lot of passengers disembarked before cleaning and loads of new passengers came on board again the flight was full luggage in monrovia came out quickly nicely done kenya airways can recommend,0.9971,positive
127,"Not Verified | Addis Ababa to Mumbai via Nairobi. Both the mentioned flights delayed in their boarding, moving and landing. The second journey took 8 hours instead of 6.5 hours. Overall very poor time management. We can't rely on this airline and book domestic flights. The worst is I booked my return ticket also with this airline. it was on 27th April 2.25 am from Mumbai. Based on this I had booked a domestic flight from Chennai to Mumbai 6pm 26th April 2022. I had taken the RTPCR test for flying. 6pm web check-in was supposed to be done for Kenya Airways. 4pm i received a message that the flight is rescheduled. The rescheduling was done inappropriately. The flight KQ-203,2.25am , 27th April was rescheduled to 27th April 7.25 am the connecting flight KQ-400, 27th April 8,30am was rescheduled to 29th April 5pm. What do I do in Nairobi for 2.5 days. I had booked through goibibo. I could not connect with any human being in gooibibo to arrange for alternate ways. So I had to cancel my domestic flight to Mumbai. I cancelled all the Kenya bookings and flew through flydubai with new cost. Still, now the refund has not been given by Kenya Airways or goibibo. I lost 4000 inr out of 5100 inr for the domestic flight due to last-minute cancellation. The RTPCR test taken went to waste.",2022-05-02,231,False,not verified addis ababa to mumbai via nairobi both the mentioned flights delayed in their boarding moving and landing the second journey took hours instead of hours overall very poor time management we can t rely on this airline and book domestic flights the worst is i booked my return ticket also with this airline it was on th april am from mumbai based on this i had booked a domestic flight from chennai to mumbai pm th april i had taken the rtpcr test for flying pm web check in was supposed to be done for kenya airways pm i received a message that the flight is rescheduled the rescheduling was done inappropriately the flight kq am th april was rescheduled to th april am the connecting flight kq th april am was rescheduled to th april pm what do i do in nairobi for days i had booked through goibibo i could not connect with any human being in gooibibo to arrange for alternate ways so i had to cancel my domestic flight to mumbai i cancelled all the kenya bookings and flew through flydubai with new cost still now the refund has not been given by kenya airways or goibibo i lost inr out of inr for the domestic flight due to last minute cancellation the rtpcr test taken went to waste,-0.9498,negative
